userid,day,AppCategory_Audio apps,AppCategory_Game apps,AppCategory_Image apps,AppCategory_Maps apps,AppCategory_News apps,AppCategory_Productivity apps,AppCategory_Social apps,AppCategory_Undefined apps,AppCategory_Video apps,AppCategory_Screen on (day),AppCategory_Screen unlock (day),AppCategory_Used duration (day),AppCategory_Screen on (evening),AppCategory_Screen unlock (evening),AppCategory_Used duration (evening),AppCategory_Screen on (night) ,AppCategory_Screen unlock (night),AppCategory_Used duration (night),AppCategory_Used duration (total),AppCategory_Moved distance,AppCategory_Light
42,12,0,15630,0,0,0,287,9455,23005,7364,88,45,10363,52,38,15340,12,11,7773,33476,0,6626.637401
42,13,0,8581,0,0,0,3146,10699,28383,5669,73,46,10965,46,35,14499,9,4,7928,33392,81,5318.845991
42,14,0,6795,0,20,0,143,7875,10942,3456,66,46,11925,54,38,11321,11,7,6278,29524,309,77341.3274
43,1,0,0,0,0,0,40184,13714,227090,0,5455,3486,462195,7234,2541,1471409,2601,918,821610,2755214,2112396,299778.6431
43,2,0,0,0,2584,0,129276,47348,47899,35511,5913,3842,1501469,6825,4582,725203,298,298,54236,2280908,5252343,590721.3275
43,3,0,0,0,188568,0,106704,162792,116074,3528,2176,1450,532367,4664,3059,930259,292,146,685324,2147950,8843022,590592.5818
43,4,0,0,0,44112,0,49470,289816,517554,81312,0,0,0,0,0,0,0,0,0,0,0,0
43,5,260,0,0,0,0,116286,312976,374460,165863,3807,2538,568230,2820,1833,126477,0,0,0,694707,1401963,563568.044
43,6,0,0,0,0,0,2200,119837,110360,0,3286,2491,314926,4115,3223,816561,477,318,269081,1400568,20176439,293976.2585
43,7,0,0,0,25973,0,35948,126046,176244,0,2132,1196,133588,2340,1560,398060,208,52,357656,889304,12880244,279075.2743
43,8,0,0,0,2671,0,91425,434993,171577,0,2184,1560,249236,827,569,171704,468,312,264992,685932,724372,270506.9562
43,9,0,0,0,17408,0,305604,357909,417014,5236,3774,2754,544323,3468,1989,381888,51,0,255255,1181466,1997772,191321.7332
43,10,100150,0,0,12600,0,240144,236644,59000,0,6,3,5920,2502,1737,202992,52,51,9537,218449,595210,22184.2953
43,11,0,0,0,0,0,2650,10448,3497,1523,0,0,0,5,4,1086,0,0,0,1086,40,243.9559786
43,12,0,0,0,445,0,2706,1895,14682,0,0,0,0,0,0,0,0,0,0,0,0,0
43,13,0,0,0,0,0,16904,9127,17502,0,13,6,4646,36,23,13787,0,0,0,18433,10005,1536.646569
43,14,11,0,0,566,0,1032,6044,2468,654,34,21,7156,38,27,4425,0,0,0,11581,5501,4900.744707
44,1,14,0,0,0,0,2130,16875,21709,3681,54,34,7956,48,45,11218,5,4,4516,23690,180945,3889.047905
44,2,0,0,0,75,0,33,6943,11530,606,28,25,3993,47,39,6863,10,7,1153,12009,85802,1633.867002
44,3,0,0,0,2146,0,212,11469,20331,8122,41,30,10280,27,24,9427,1,1,1477,21184,88326,1506.324514
44,4,1757,0,0,748,0,4730,29128,16955,12501,22,15,19783,12,12,9527,2,2,2434,31744,218968,1209.259161
44,5,161,2616,0,7596,0,6987,24172,28059,12222,20,18,15200,57,53,9954,0,0,663,25817,151727,1556.514811
44,6,0,0,0,172,0,7006,16579,26890,5761,27,22,10114,35,30,7505,6,4,4282,21901,90988,1770.269946
44,7,396,0,0,13368,0,4288,22996,32141,9710,37,31,16358,15,15,4865,0,0,2814,24037,293608,3092.602818
44,8,1229,0,0,3941,0,3338,23467,5310,10098,20,19,2438,15,13,3888,0,0,0,6326,17200,988.5382439
44,9,153,0,0,4464,0,7190,29479,20312,7833,16,13,2082,54,42,7456,0,0,0,9538,622689,1078.78611
44,10,717,3267,33,4342,0,9134,17198,19324,4889,10,9,11843,35,25,3976,0,0,0,15819,10879,1058.068641
44,11,11,4242,0,0,0,5428,34250,20621,5308,33,30,10497,41,38,9645,0,0,0,20142,29736,3765.386234
44,12,2495,12921,0,2775,0,815,22893,24200,3349,14,12,1867,12,12,6158,0,0,0,8025,3100,1441.098993
44,13,75,4342,0,17,0,4966,25627,16908,7390,17,16,16324,19,17,7028,0,0,0,23352,103272,2751.81611
44,14,43,2617,0,78,0,2684,21723,19988,8880,56,37,4666,19,17,7977,4,2,7574,20217,211340,9791.133513
45,1,12,0,0,0,0,1086,2513,35355,349,84,70,13919,47,35,6193,15,4,1040,21152,110,2975.075802
45,2,0,0,0,0,0,2571,3047,22450,1838,119,84,10799,42,36,11533,25,9,3647,25979,317,3873.458364
45,3,0,0,0,0,0,1469,2163,25588,1189,102,74,11840,40,32,6007,23,9,2632,20479,28,3708.635012
45,4,0,0,0,0,0,6754,1832,19558,2387,88,65,10192,32,23,10213,11,5,3290,23695,37,4206.77127
45,5,16,0,0,81,0,196,1337,25545,1744,73,54,9418,35,24,12280,10,1,4768,26466,60,2835.304362
45,6,0,0,1,68,0,408,928,34207,0,72,52,11232,47,29,8342,5,2,944,20518,172,5530.943366
45,7,0,0,0,0,0,323,1312,28043,2820,57,40,17441,9,5,7482,13,6,1891,26814,775,2672.348268
45,8,6,0,0,0,0,314,1186,25247,7425,76,60,11836,24,16,13723,18,10,1064,26623,185,3727.871509
45,9,0,0,0,72,0,924,2499,25283,8916,75,54,13788,24,14,14132,14,6,1042,28962,437,3605.101926
45,10,5,0,0,72,0,138,2272,23742,5390,83,66,13087,43,31,12010,6,4,317,25414,106,3728.978677
45,11,5,0,1,0,0,591,2454,25214,11433,73,56,16186,39,25,12543,13,5,5704,34433,0,2982.951264
45,12,0,0,0,0,0,373,1439,27960,3828,46,26,10668,35,18,13753,13,6,4575,28996,1447,870.6830033
45,13,3,0,0,0,0,250,415,17047,9146,25,13,5517,22,19,10435,11,3,6231,22183,18,501.8313311
45,14,0,0,3,0,0,114,5023,19138,12663,46,30,12073,30,23,9371,10,6,4321,25765,303,1441.485017
46,1,0,0,0,0,0,1065,5517,32650,0,73,45,7141,28,22,6943,6,4,6055,20139,377,1327.644427
46,2,0,0,0,0,0,3208,5314,18351,0,28,20,8575,20,16,6820,4,4,5151,20546,0,489.1293125
46,3,0,0,0,0,0,1310,4010,20301,0,46,35,7204,34,33,11515,7,5,4458,23177,0,2380.189029
46,4,0,0,0,2645,0,3536,4113,24154,0,38,32,8858,39,35,9157,9,7,7927,25942,13,1854.694849
46,5,0,0,0,0,0,338,5164,22810,0,42,27,8693,37,31,11601,28,20,4359,24653,2716,1589.761116
46,6,0,0,0,1087,0,354,2819,25048,0,23,19,13033,24,17,7835,11,10,5384,26252,0,571.4326594
46,7,0,0,0,0,0,986,5906,23664,0,45,33,6163,44,29,8709,18,10,6891,21763,724,1630.497845
46,8,0,0,0,0,0,423,4541,21318,0,33,26,10210,33,22,10829,15,7,3186,24225,0,630.9779456
46,9,0,0,0,31,0,393,3378,33540,0,38,26,5910,62,39,5553,5,4,4609,16072,45,486.8150081
46,10,0,0,0,0,0,1588,5003,34062,0,49,36,12535,30,29,11975,10,8,3501,28011,0,1269.18534
46,11,0,0,0,215,0,911,4090,26374,0,30,20,9076,26,21,10557,10,7,6462,26095,65,652.8512644
46,12,0,0,0,0,0,339,3223,26120,0,51,39,12657,37,25,12357,15,11,1315,26329,0,1653.195734
46,13,0,0,0,0,0,452,2984,29639,0,30,26,14056,18,11,7950,19,13,7790,29796,0,3205.761989
46,14,0,0,0,0,0,401,4486,21922,0,52,32,11504,35,28,11137,9,8,4999,27640,131,4555.823242
50,1,0,0,0,146,0,382,1931,8438,12482,52,35,7489,0,0,0,1,1,3484,10973,7388,2876.718119
50,2,0,0,0,22,0,11688,5431,6936,12233,26,17,7302,52,46,11053,5,2,1744,20099,8918,2880.250741
50,3,0,0,0,55,0,192,2924,4487,7972,44,22,8995,74,64,6557,10,4,2244,17796,8720,1894.942899
50,4,0,0,0,18,0,648,4151,25310,9102,37,21,5888,42,28,7299,15,11,6085,19272,11148,2503.218508
50,5,14,0,0,3032,0,487,2401,5591,9629,165,118,10337,70,48,11505,18,9,3501,25343,599447,4456.205607
50,6,0,1545,0,5668,0,2140,2218,5693,5375,91,61,6931,0,0,0,12,9,2631,9562,377257,3063.477524
50,7,0,0,0,119,0,296,2494,5070,5378,28,16,5464,42,32,4292,12,10,1133,10889,10039,632.2824506
50,8,0,0,0,730,0,3718,2844,3210,11571,36,27,7169,50,36,7791,9,4,4819,19779,8745,1286.775603
50,9,54,3290,0,598,0,1745,5529,3760,3757,38,28,5304,115,94,9747,13,4,458,15509,317948,2821.191658
50,10,130,0,0,518,0,1221,2386,6901,2586,104,72,5526,35,31,4667,6,1,1878,12071,278889,2093.57533
50,11,19,0,0,491,0,177,2934,11574,7671,42,31,10621,21,18,3655,0,0,0,14276,6289,3836.053537
50,12,0,0,0,525,0,816,3427,2208,8256,147,100,6241,53,43,4534,2,1,3427,14202,54678,4572.560507
50,13,141,0,0,180,0,2001,3620,13732,8274,43,42,8816,52,50,5876,1,1,3249,17941,1278,933.1750258
50,14,0,0,0,198,0,5022,3625,1774,10244,41,33,6322,97,80,8619,16,3,5626,20567,10170,2373.119612
51,1,0,0,0,1790,0,5874,12012,18969,13678,94,80,10911,42,37,8529,0,0,0,19440,74869,3663.154033
51,2,0,0,0,5241,0,7966,12625,17616,12569,85,80,12865,25,21,1418,0,0,0,14283,22519,1626.427525
51,3,0,2,1,186,0,23406,8192,41942,20586,13,12,7768,13,13,9803,0,0,0,17571,60684,418.0997703
51,4,120,0,0,2847,0,4187,9826,33353,6544,33,30,9956,16,16,7967,9,4,3853,21776,383978,1668.251656
51,5,678,0,0,2201,0,11367,17627,24004,12552,60,51,10389,62,50,9674,10,3,2106,22169,256938,2865.492355
51,6,336,0,0,1050,0,11692,5525,35541,20583,54,42,14943,6,6,7004,8,5,3903,25850,33329,5102.119037
51,7,691,0,1,1145,0,11524,7985,39471,17510,51,45,16261,5,5,3211,0,0,2719,22191,28438,2849.124388
51,8,279,0,0,57,0,7446,4712,44918,15011,55,44,7560,11,10,10686,6,4,3078,21324,13179,1905.443068
51,9,33,0,0,257,0,5006,11777,26581,10948,47,34,11516,36,32,11115,3,3,3879,26510,32906,1323.475769
51,10,305,0,0,11894,0,6852,8463,20178,6088,43,38,12748,26,21,13425,1,1,7937,34110,130968,1393.429527
51,11,0,0,0,30,0,15278,9662,33829,23003,15,15,6542,16,15,5164,23,2,5793,17499,5587,974.3459422
51,12,2944,0,0,625,0,10808,13163,21026,14450,88,63,13585,62,44,17667,22,6,3616,34868,57550,3510.226177
51,13,1216,0,0,26,0,7988,12324,19696,16241,53,50,8303,34,29,7157,0,0,0,15460,16969,1692.620021
51,14,2464,0,0,8681,0,17840,17399,27063,18404,47,40,12799,14,13,6374,0,0,2633,21806,25354,2855.948726
52,1,90,0,0,428,0,2929,11088,27674,5592,102,68,15178,47,30,4683,2,2,4360,24221,98875,4740.43431
52,2,386,826,0,0,0,3993,15614,32579,6375,40,28,10677,43,31,5493,39,24,7547,23717,29527,1859.390771
52,3,201,0,0,55,0,1243,4336,25460,3842,89,56,11088,76,54,11907,0,0,0,22995,37344,8530.527384
52,4,92,0,0,47,0,592,10447,21731,11118,43,35,19393,73,45,9991,1,1,1101,30485,16505,4604.718359
52,5,23,1362,0,0,0,995,10769,18427,13232,60,47,11911,29,25,9422,20,9,3863,25196,13085,1267.645453
52,6,116,0,0,0,0,4166,3687,40159,1827,61,37,2581,0,0,0,12,6,4829,7410,11634,867.955935
52,7,63,0,0,0,0,756,4297,33236,4982,59,42,6476,0,0,0,0,0,0,6476,4488,1518.568399
52,8,431,1610,0,0,0,1519,13352,48052,8634,65,44,7809,60,42,13772,22,11,8609,30190,36546,4114.144353
52,9,432,0,0,0,0,112,6992,25199,5281,108,56,8072,39,26,1726,21,15,2296,12094,24113,6038.579846
52,10,72,251,0,0,0,33,4043,39254,4,83,20,6352,47,30,7296,4,2,5384,19032,33851,3961.252631
52,11,37,0,0,1,0,318,10782,48017,5810,0,0,0,0,0,0,0,0,0,0,0,0
52,12,40,0,0,0,0,377,14440,25018,15663,86,54,8150,0,0,0,0,0,0,8150,3581,785.1160589
52,13,87,187,0,0,0,1109,5644,17054,3668,75,56,9332,45,33,7832,36,19,6535,23699,29834,1773.788837
52,14,216,339,1,0,0,3658,11491,19870,4272,90,61,5953,25,16,437,13,4,2475,8865,17412,1887.485362
57,1,0,286,0,200,0,255,3805,9493,3985,35,34,6707,57,49,6129,26,10,7252,20088,553,3150.451806
57,2,0,407,0,99,0,1,523,892,5727,15,10,11057,20,11,5423,13,3,2715,19195,0,2783.989886
57,3,0,933,0,2535,0,26,3048,2308,9203,98,91,13282,34,26,10148,7,5,4261,27691,0,13026.96245
57,4,0,1279,0,655,0,7,5084,5630,6671,118,104,11035,42,27,8404,14,8,5003,24442,0,6938.48368
57,5,0,0,0,955,0,38,1609,10890,5388,61,54,6422,40,29,3172,8,5,6110,15704,0,1665.620742
57,6,0,0,0,111,0,257,2564,7398,11086,19,17,6290,7,3,534,3,2,1120,7944,56,210.4123486
57,7,0,22,0,540,0,23,3540,6745,8849,77,66,9258,23,20,6519,13,6,6554,22331,0,6606.615988
57,8,0,2074,0,2090,0,16,1443,20328,2364,85,75,7242,42,33,5069,24,16,6075,18386,0,3476.286082
57,9,0,0,0,65,0,3,1333,33782,4817,7,6,9122,0,0,0,0,0,0,9122,0,112.7209464
57,10,0,0,0,3735,0,191,2899,7853,10620,105,97,12659,33,29,4781,36,21,6414,23854,54,7339.426367
57,11,27,2496,0,852,0,80,3938,6478,8498,92,77,10701,11,4,1285,0,0,0,11986,0,2298.816926
57,12,0,1811,0,1014,0,101,3041,7666,3386,102,79,8384,44,30,2007,3,1,4317,14708,0,3201.428826
57,13,0,147,0,1205,0,127,1332,6847,4687,49,27,8490,50,31,4239,12,8,6699,19428,0,1012.951583
57,14,1,0,0,339,0,17,264,7547,1571,0,0,0,0,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,2170,2272,10092,7499,25,13,8735,35,14,9618,0,0,2266,20619,37700,2017.122721
58,2,0,0,0,497,0,735,2534,7549,7357,5,0,13485,0,0,0,0,0,0,13485,0,362.5618958
58,3,0,0,0,0,0,723,2955,2025,0,28,9,4084,33,14,9393,2,2,1332,14809,3949,2090.411374
58,4,0,0,0,0,0,1798,13138,1763,2156,25,8,5789,0,0,0,0,0,0,5789,1478,664.5967872
58,5,0,0,0,0,0,745,6362,1104,1366,26,10,9664,43,7,9006,0,0,0,18670,2733,3051.562785
58,6,0,0,0,0,0,168,1070,13570,6295,9,1,4488,35,14,12455,6,2,4801,21744,3083,4188.576375
58,7,0,0,0,100,0,438,2272,4443,7764,14,4,8415,8,6,2353,1,1,1649,12417,1922,1412.466345
58,8,0,2,0,149,0,541,3000,18603,3158,10,6,10735,0,0,0,1,0,3617,14352,1468,1145.349644
58,9,0,0,0,0,0,26,2668,3986,1727,16,10,11484,27,11,6178,0,0,0,17662,4624,562.2972214
58,10,0,0,0,438,0,258,1729,2800,6223,14,9,11088,13,7,18884,4,2,5040,35012,2903,3821.12447
58,11,0,0,0,0,0,32,1043,15117,23606,2,2,1611,22,9,8274,0,0,0,9885,2533,364.3019528
58,12,0,0,0,0,0,32,350,603,13414,23,16,8342,16,5,8394,1,1,2910,19646,2407,1797.248826
58,13,0,0,0,0,0,780,2191,2268,8192,3,1,626,8,6,2776,0,0,3351,6753,737,224.0893811
58,14,0,0,0,0,0,72,1853,885,1856,18,9,10365,9,4,7283,0,0,0,17648,3239,2071.883965
60,1,60,0,0,5069,0,3628,26969,30631,0,2,2,202,17,11,8696,1,1,3387,12285,131,1664.532203
60,2,106,0,0,1259,0,10053,17500,32663,0,43,26,12018,29,18,5794,17,3,1903,19715,0,1864.054809
60,3,104,0,0,3016,0,11180,42757,28943,0,51,22,7194,17,12,7636,5,0,2131,16961,43,1458.393232
60,4,689,0,0,2458,0,7249,28576,21999,0,108,52,5404,2,2,1099,4,2,617,7120,367,2419.053308
60,5,462,0,0,375,0,2445,16369,13958,0,27,14,6348,57,42,6419,12,3,2434,15201,0,1313.609324
60,6,0,0,0,0,0,6578,32811,26095,0,72,34,11776,27,21,15340,8,2,3433,30549,0,3406.963528
60,7,0,0,0,764,0,10967,24118,31139,0,57,35,9754,35,20,9572,4,3,2519,21845,0,3373.815299
60,8,0,0,2538,0,0,2219,34494,26407,0,29,11,7277,36,17,8822,0,0,0,16099,22,992.4186072
60,9,0,0,0,2571,0,11701,32223,39192,0,46,18,2761,10,7,1104,0,0,0,3865,0,3725.818569
60,10,0,0,0,964,0,6060,8250,19591,0,108,64,11418,5,3,3323,0,0,0,14741,253,3955.331849
60,11,0,0,72,341,0,16119,29759,42899,0,27,18,8692,3,0,8,0,0,0,8700,0,2057.445866
60,12,0,0,0,2185,0,6512,39742,35059,0,12,9,4703,27,16,12801,20,8,7229,24733,0,920.7817217
60,13,0,0,0,2185,0,10878,15001,36650,0,25,16,6998,37,25,13061,8,4,1126,21185,15,1536.962858
60,14,0,0,0,32,0,3318,30725,37208,0,28,20,4263,12,10,1473,0,0,0,5736,24,2252.565072
62,1,930,25339,0,851,0,153,7478,32433,2936,23,16,8785,8,5,6200,6,2,5997,20982,43319,3705.789347
62,2,0,31031,0,5913,0,3002,16827,31383,4508,4,3,9856,14,9,4272,4,4,2463,16591,35869,2644.8664
62,3,0,18675,0,7105,0,3973,8625,9769,26264,6,6,7270,10,8,10431,6,2,6268,23969,37978,8362.238558
62,4,0,24303,0,0,0,97,15587,14453,7596,0,0,0,0,0,0,0,0,0,0,0,0
62,5,854,24439,0,309,0,4480,8959,19143,9450,21,13,6144,12,11,5035,3,3,5443,16622,68502,5928.576597
62,6,0,62258,0,457,0,458,4858,12957,1898,7,7,5232,1,1,797,0,0,0,6029,2367,3105.015486
62,7,1665,18087,0,986,0,10584,10069,19885,15468,19,13,8561,12,8,13258,2,2,3148,24967,79465,5567.606046
62,8,14,18577,0,3622,0,8079,8385,18039,7139,61,39,11725,15,14,6891,0,0,0,18616,102026,2331.926502
62,9,3400,34346,0,13,0,8335,18427,33844,7496,20,14,21976,24,14,14980,2,2,6356,43312,29663,15197.60202
62,10,106,17792,0,542,0,5583,8065,19874,15805,11,6,5974,11,8,13842,6,2,9085,28901,83606,6052.363865
62,11,0,18686,0,0,0,3967,6069,15171,14118,26,17,11687,2,2,4454,2,1,1550,17691,45228,1076.526658
62,12,385,27699,0,0,0,16281,18121,20824,20224,12,9,5650,7,6,5103,5,5,5909,16662,40003,5291.035308
62,13,0,27851,0,0,0,15382,15675,9686,7416,11,11,10236,21,16,8301,10,5,6791,25328,17237,3744.406885
62,14,83,26809,0,2725,0,25306,33906,24897,17992,26,20,3805,10,10,7332,7,5,7897,19034,15896,6155.441469
63,1,107,0,0,0,0,8333,4208,32778,0,34,32,9795,26,20,6151,16,10,5434,21380,33,2753.346583
63,2,6,0,0,107,0,6520,2075,18031,1402,31,23,5779,28,18,4756,2,2,765,11300,23,2143.944468
63,3,36,0,0,0,0,918,740,11944,0,29,18,3119,28,19,2706,0,0,0,5825,64,3144.832896
63,4,103,0,0,0,0,833,1066,9743,975,48,46,4416,15,11,2493,14,11,627,7536,0,2054.450194
63,5,0,0,0,0,0,1322,2595,14375,0,36,31,6896,33,26,4494,14,12,5187,16577,74,6468.592896
63,6,51,0,0,0,0,220,2998,11260,296,42,35,3563,23,17,2036,13,9,4662,10261,0,3688.837217
63,7,9,0,0,222,0,2563,7362,12575,2360,35,33,8958,19,17,6364,21,16,6765,22087,133,2657.452118
63,8,147,0,0,1008,0,569,6050,8449,1494,55,47,9694,16,11,6714,16,11,857,17265,75,2477.688401
63,9,66,0,0,120,0,1117,3984,26896,0,54,44,6273,15,12,6658,4,4,2575,15506,45,3649.767684
63,10,69,0,0,0,0,4335,1686,19650,0,36,30,6301,29,21,13390,3,3,1048,20739,5,2586.221377
63,11,7,0,14,0,0,1033,1454,23288,943,47,41,7175,22,17,2543,13,9,1295,11013,11,2057.761474
63,12,0,0,0,114,0,4191,1842,9593,0,29,25,4001,23,20,6532,19,13,4553,15086,0,4682.267096
63,13,0,0,0,341,0,816,2074,13112,248,49,44,6069,11,9,6917,14,9,2139,15125,0,4738.098623
63,14,33,0,0,24,0,10027,9009,11633,868,28,25,5528,34,29,5968,5,5,1043,12539,20,1623.568452
64,1,0,0,0,0,0,4820,7229,34827,10762,25,21,18826,7,3,2821,7,5,8529,30176,215,3252.085633
64,2,0,0,0,154,0,3152,4632,26949,12815,24,19,17345,2,2,3260,11,6,8563,29168,44,3314.083857
64,3,0,0,0,0,0,2364,5621,35107,0,34,19,11795,10,6,8208,9,5,7683,27686,490,7299.533321
64,4,0,0,0,0,0,3046,4029,25555,1,47,26,7253,29,18,10177,12,6,9176,26606,0,1627.876122
64,5,0,0,0,0,0,4332,4223,23194,736,14,8,6076,0,0,0,2,2,4542,10618,549,1637.275776
64,6,0,0,0,0,0,2770,4604,18675,3502,44,26,8411,11,8,5128,15,8,8431,21970,56,1381.225784
64,7,0,0,0,156,0,5736,9066,26596,12960,62,44,14400,3,2,2692,23,10,6203,23295,2376,1855.670394
64,8,0,0,0,46,0,3373,4476,34687,111,24,17,9253,16,12,9379,7,3,6788,25420,671,1908.560387
64,9,0,0,0,0,0,8481,7274,26976,5450,44,22,13279,8,5,6502,10,7,11302,31083,553,3360.056559
64,10,0,0,0,477,0,8397,6477,26848,3821,49,25,14170,8,7,9107,7,3,10457,33734,0,2338.303083
64,11,0,0,0,170,0,820,3038,22066,5716,47,34,7201,7,4,1536,10,6,4073,12810,0,5166.262407
64,12,0,3658,0,0,0,377,7938,22098,6567,29,21,8486,8,3,4609,6,4,3150,16245,50,1778.113243
64,13,0,3224,0,0,0,3374,6160,31604,2908,36,26,15695,12,7,8288,3,1,7768,31751,90,1433.884152
64,14,0,2483,0,123,0,3408,8469,23423,11012,21,14,8069,0,0,3592,3,2,2805,14466,7721,2973.830956
68,1,0,0,0,0,0,2634,3356,16587,0,35,19,7555,23,9,6215,12,6,4586,18356,134054,2748.291664
68,2,14,0,0,0,0,7476,4697,12902,0,34,15,12706,15,6,3710,11,3,6326,22742,15394,3446.666178
68,3,0,0,0,46,0,3068,3027,18650,0,37,25,9724,6,5,10515,3,1,5048,25287,9637,1654.275985
68,4,0,0,0,0,0,2059,666,15567,52,16,9,8296,12,1,3831,8,3,2359,14486,4095,1674.735527
68,5,0,0,0,0,0,10254,252,12841,0,9,3,5380,29,18,10294,11,7,12869,28543,47476,1140.780448
68,6,0,0,0,0,0,5874,2982,12924,0,34,18,8089,19,10,6253,16,4,3270,17612,46178,3368.810363
68,7,0,0,0,0,0,2936,2890,20697,388,23,17,14528,33,18,7901,13,7,3152,25581,97097,3557.663186
68,8,0,0,0,0,0,9331,2360,15469,0,50,26,10795,25,10,8926,11,5,7109,26830,257268,4372.027376
68,9,0,0,0,0,0,12649,5056,15658,1626,24,16,12705,19,8,14647,8,3,10337,37689,56496,2760.298381
68,10,0,0,0,75,0,8984,5875,18764,0,31,16,8457,33,16,11927,8,3,9618,30002,258230,4007.196314
68,11,66,0,0,194,0,3849,715,12886,4566,30,25,9058,17,10,3836,2,1,2916,15810,188986,4247.350234
68,12,0,0,0,174,0,11147,3051,15421,2848,13,6,9228,14,8,12450,5,3,3470,25148,60686,1408.004765
68,13,0,0,0,0,0,16090,2948,14955,0,32,23,14189,20,11,7435,8,3,6224,27848,54210,3690.553553
68,14,0,0,0,0,0,22911,1353,8048,0,17,13,11917,16,13,12101,7,3,7414,31432,190499,2405.253002
69,1,151,0,0,1156,0,21,8798,8829,5615,80,28,10758,79,35,9001,25,15,7484,27243,10745,2176.62727
69,2,6,884,0,5000,0,1481,15965,5780,5798,51,20,10542,20,6,7669,14,3,3413,21624,22439,3325.106363
69,3,11,0,0,3064,0,250,7372,14832,303,26,16,9646,37,16,4669,7,2,5467,19782,11177,2794.391466
69,4,25,5912,0,3417,0,2558,15754,27754,5380,75,32,13391,20,10,10907,8,1,5230,29528,29317,4609.15705
69,5,962,8853,0,579,0,73,9964,4992,7966,88,35,14225,34,24,16817,11,4,3093,34135,34831,1586.733507
69,6,806,0,0,2017,0,386,3893,5891,2173,80,34,7418,38,17,5038,1,0,1098,13554,12795,1842.563127
69,7,270,4027,0,3520,0,3349,8800,18235,10158,21,12,11130,25,16,11480,9,2,11228,33838,17759,1302.551939
69,8,8,1834,0,711,0,86,1862,3761,7110,50,20,10189,31,14,4414,18,3,36,14639,23124,5449.232772
69,9,5397,3723,85,5850,0,212,13155,19350,1458,91,44,12668,27,12,14047,47,12,2707,29422,31701,1913.119608
69,10,6110,5132,0,1292,0,254,16172,4390,4894,106,26,7172,80,38,24260,28,8,7778,39210,39930,7245.729078
69,11,198,0,0,3286,0,148,3084,12116,564,50,26,13788,10,2,3010,8,6,5956,22754,15460,8662.689144
69,12,28,0,0,2476,0,1091,10946,2041,2631,75,41,8337,1,1,2796,0,0,0,11133,23707,9226.179807
69,13,119,3280,0,141,0,581,7131,8833,7379,84,24,11114,56,35,11448,0,0,0,22562,149702,1111.820185
69,14,191,356,0,2491,0,33,12771,5092,806,46,9,3036,21,14,6886,0,0,0,9922,110196,1623.491447
70,1,564,2038,3592,7484,0,17496,22520,54609,3086,54,24,3767,122,55,17219,0,0,0,20986,74058,1839.83208
70,2,3357,0,485,3654,0,8295,21005,39566,4447,67,20,9861,95,32,18162,16,7,7257,35280,86307,5686.906117
70,3,9,0,263,268,0,14500,15567,40088,8328,46,16,11823,67,31,9411,11,4,10634,31868,23523,2469.098902
70,4,726,0,2056,0,0,6069,11949,13020,9797,77,31,11696,22,9,3356,10,2,6423,21475,11767,3321.276521
70,5,746,6114,1351,68,0,10601,14974,40203,8471,46,17,9625,60,23,10758,13,3,7884,28267,9512,2745.615224
70,6,4414,0,158,189,0,7096,15093,32915,4720,7,3,434,0,0,0,0,0,0,434,969,28.04088917
70,7,1128,0,633,6828,0,12530,10614,40063,3310,86,32,5859,0,0,0,0,0,0,5859,5487,2660.375243
70,8,4972,0,5389,5059,0,11620,21198,31338,2018,13,8,5623,14,9,1820,0,0,0,7443,14257,919.1168419
70,9,3255,0,6587,1526,0,18385,18776,39582,4256,56,17,5947,59,26,9868,0,0,0,15815,82799,3190.957412
70,10,2243,0,276,3662,0,13399,8431,28274,4966,38,18,7947,33,16,5040,0,0,0,12987,77584,3220.975052
70,11,58,0,81,2076,0,5430,13943,37509,5453,63,23,13650,87,46,7634,28,7,5231,26515,28209,2983.699189
70,12,1519,0,4,2184,0,5110,15008,20983,13284,38,22,12182,25,11,5322,0,0,0,17504,11532,3173.203486
70,13,3571,0,36,2204,0,11198,19810,39933,6304,0,0,0,0,0,0,0,0,0,0,0,0
70,14,3483,0,3009,0,0,13681,18632,61993,14427,0,0,0,3,1,3347,0,0,0,3347,1203,241.6147272
71,1,88,0,0,0,0,15664,14524,64373,5356,48,28,9698,15,11,3442,0,0,0,13140,0,3081.929761
71,2,150,0,0,0,0,20428,17668,57152,7861,52,39,5535,59,48,8696,5,5,1870,16101,0,4863.401178
71,3,0,0,0,0,0,15185,16478,36266,8187,29,24,8657,78,48,8784,0,0,0,17441,0,4425.679281
71,4,39,0,0,0,0,14216,19352,44141,11042,36,24,6025,22,18,9627,4,1,11009,26661,0,3938.863004
71,5,7,0,0,0,0,9460,15956,37225,20677,47,36,9071,44,34,12218,7,3,6876,28165,0,4985.845598
71,6,3361,0,0,151,0,2176,15819,29368,11225,61,33,9608,43,24,14223,9,4,13115,36946,0,4436.99221
71,7,251,0,0,0,0,3810,19527,13379,10905,41,26,9182,77,50,12491,4,1,3445,25118,0,5259.227517
71,8,555,0,0,0,0,9137,14456,22426,9474,36,19,8114,20,17,10935,0,0,0,19049,0,3156.558629
71,9,3026,0,0,313,0,5878,16200,23744,14485,21,18,8059,64,45,11682,6,2,10474,30215,0,3487.813583
