userid,day,AppCategory_Audio apps,AppCategory_Game apps,AppCategory_Image apps,AppCategory_Maps apps,AppCategory_News apps,AppCategory_Productivity apps,AppCategory_Social apps,AppCategory_Undefined apps,AppCategory_Video apps,AppCategory_Screen on (day),AppCategory_Screen unlock (day),AppCategory_Used duration (day),AppCategory_Screen on (evening),AppCategory_Screen unlock (evening),AppCategory_Used duration (evening),AppCategory_Screen on (night) ,AppCategory_Screen unlock (night),AppCategory_Used duration (night),AppCategory_Used duration (total),AppCategory_Moved distance,AppCategory_Light
71,10,289,0,0,0,0,10633,11267,36839,16396,48,27,14531,17,13,8773,8,3,9131,32435,0,2847.58865
71,11,152,0,0,0,0,25960,12051,39678,11659,44,29,12448,39,26,14948,6,2,6052,33448,0,4384.187871
71,12,232,0,0,0,0,13138,13751,22082,19405,19,15,5218,40,29,11532,8,4,13854,30604,0,2962.850569
71,13,0,0,0,0,0,4097,25083,29655,12295,23,19,9727,37,24,14320,8,2,10462,34509,0,2987.781529
71,14,2503,0,0,0,0,5151,16855,21084,18441,35,29,12903,21,17,12219,11,3,3330,28452,0,1618.614559
72,1,170,0,0,349,0,962,7528,6594,13358,4,4,6928,0,0,0,0,0,0,6928,1249,406.9679503
72,2,0,0,0,721,0,700,8032,4032,14594,2,2,4282,0,0,0,0,0,0,4282,0,11.88655333
72,3,2706,0,0,1284,0,2661,9767,7254,10437,2,2,5503,0,0,0,0,0,0,5503,58,45.72965167
72,4,0,0,0,568,0,3274,6013,19002,6915,55,30,9490,0,0,0,0,0,0,9490,113,1368.505876
72,5,12,0,0,819,0,2699,13247,17765,4887,17,13,4848,41,31,11908,6,4,4834,21590,170,958.2665122
72,6,0,0,0,1922,0,232,6486,8801,8938,0,0,0,0,0,0,0,0,0,0,0,0
72,7,40,0,0,2542,0,1635,9819,8860,4343,30,19,11370,51,26,9218,1,1,1183,21771,76,2422.893714
72,8,0,0,0,153,0,527,5604,5816,1179,32,16,12968,5,1,777,0,0,0,13745,0,2464.324221
72,9,104,1768,0,390,0,290,5260,3531,15207,41,28,5144,19,15,5398,0,0,0,10542,294,747.1268383
72,10,309,0,0,868,0,457,14799,5308,7470,45,22,5423,46,38,14883,15,11,3772,24078,98,2185.811673
72,11,0,0,0,1028,0,2809,4949,26525,8377,47,18,6013,0,0,0,0,0,0,6013,283,1734.490261
72,12,2248,0,0,3090,0,2750,10412,8294,7712,68,44,13562,0,0,0,0,0,4299,17861,30,3813.267096
72,13,0,0,0,116,0,663,5945,7112,5067,26,15,6863,27,9,4237,0,0,0,11100,0,1618.655821
72,14,0,0,0,458,0,4558,3832,6299,11143,38,21,18459,13,10,3557,21,14,3457,25473,925,1404.185015
73,1,343,0,0,41,0,1514,16979,27985,5389,48,34,14357,99,54,12110,22,13,10990,37457,16208,3227.341917
73,2,276,0,6,35,0,908,7741,12148,20578,40,26,7566,100,57,12106,0,0,0,19672,6438,1020.426066
73,3,196,0,298,0,0,7127,10707,22046,4204,108,73,12792,113,53,15630,6,3,352,28774,24592,2724.811493
73,4,276,1067,0,0,0,9897,14253,18122,4872,118,67,13248,130,72,15806,15,8,10973,40027,40109,2785.940823
73,5,686,0,0,0,0,12573,11102,8267,3233,136,66,10227,113,76,15022,28,9,4115,29364,14934,4320.884252
73,6,1662,0,94,0,0,6051,10521,17200,14284,95,44,9507,126,72,17779,20,10,11829,39115,31043,2769.912621
73,7,388,0,7,0,0,6826,8694,13699,12313,64,33,8874,111,51,11880,21,14,11211,31965,31464,2499.708706
73,8,121,0,10,0,0,5368,8529,16829,4558,54,27,13597,26,13,9077,23,5,6547,29221,18227,1301.890336
73,9,124,0,0,0,0,5526,3961,2268,5185,130,19,9504,284,24,9094,32,12,7363,25961,21775,1250.812091
73,10,188,29,24,73,0,3235,7098,13599,2796,160,47,8967,0,0,0,0,0,0,8967,1314,2544.636111
73,11,326,0,0,401,0,6020,13496,11331,13272,138,31,11652,151,73,15866,13,5,10954,38472,459245,1750.089574
73,12,611,0,151,200,0,4001,9603,3803,7630,289,70,14149,143,33,12834,32,17,8821,35804,21394,7666.979654
73,13,147,13,4,461,0,5666,6237,10053,2275,0,0,0,115,87,10555,8,7,1756,12311,8122,748.1486894
73,14,76,0,0,0,0,6918,17549,14238,13320,15,6,5891,31,25,12683,13,5,17454,36028,1507,563.5008178
82,1,337,0,0,180,0,5200,16871,14520,0,146,72,9069,18,11,11035,27,18,2070,22174,22680,3811.435895
82,2,880,0,0,1217,0,2538,15783,15724,0,113,33,4960,29,15,6777,58,33,10803,22540,45165,5570.719992
82,3,180,0,0,0,0,642,16646,13020,0,0,0,1078,77,37,8812,0,0,0,9890,22298,633.9162503
82,4,0,0,0,0,0,138,29498,26065,0,38,6,13811,34,14,7671,3,3,5043,26525,18121,2380.618084
82,5,344,0,0,0,0,167,14852,9903,0,20,4,5304,0,0,0,5,2,4876,10180,11030,1247.575337
82,6,687,0,0,196,0,1769,14198,34918,0,117,61,10229,69,45,9367,10,8,8177,27773,53333,13486.35201
82,7,180,0,0,690,0,3067,18199,21285,0,69,40,6359,37,14,7082,19,10,6132,19573,34558,3972.816309
82,8,1017,0,0,17,0,5388,16922,17165,0,50,34,7665,41,18,7289,13,10,3547,18501,33188,2828.789696
82,9,425,0,0,53,0,2425,16704,18588,0,109,49,6381,66,29,7332,64,33,8500,22213,20966,6432.635757
82,10,23,0,0,1194,0,680,17997,11679,0,56,35,7815,130,55,8756,10,8,4823,21394,60531,1290.062456
82,11,484,0,0,66,0,1929,10224,20891,0,19,16,5389,43,24,10346,43,27,5235,20970,16918,2284.460839
82,12,2107,0,0,8,0,5172,23109,17541,0,19,13,3998,53,37,10114,5,2,337,14449,4521,2048.762853
82,13,861,0,0,211,0,1646,15791,19152,0,95,48,7901,87,46,12526,9,7,4064,24491,30543,10172.54737
82,14,428,0,0,421,0,2635,18772,27272,0,101,56,6784,31,16,6943,35,23,14984,28711,36810,3101.158298
89,1,0,0,0,373,0,5436,30085,22135,57,60,47,4989,50,37,11475,0,0,0,16464,21633,2153.797543
89,2,0,0,0,0,0,8,33292,28229,172,16,12,15123,33,21,11067,8,5,3979,30169,1078,746.4277631
89,3,0,0,0,0,0,3782,15884,29106,2388,15,12,6775,26,17,8960,3,2,4690,20425,907,859.604445
89,4,0,0,0,0,0,268,39713,54359,568,36,23,11847,12,9,10436,6,4,3802,26085,500,662.2342792
89,5,0,0,0,0,0,5337,24128,40044,2299,39,31,11861,20,17,8489,2,1,4244,24594,7846,1717.519261
89,6,0,0,0,0,0,277,29732,36667,0,11,9,11361,26,17,6209,10,6,10850,28420,6942,976.2149347
89,7,0,0,0,2834,0,4689,24678,44768,0,66,40,16483,34,23,13322,2,0,6126,35931,11038,2007.929252
89,8,0,0,0,0,0,29,31858,46740,22,32,24,13261,39,35,7975,4,2,5714,26950,15078,700.7765889
89,9,0,0,0,0,0,27,12802,36248,116,18,16,5503,33,29,6345,12,10,9144,20992,30205,675.3660483
89,10,0,0,0,0,0,1081,11146,43255,0,12,8,13140,28,21,5202,8,7,10396,28738,745,552.4548364
89,11,0,0,0,2120,0,571,38187,48180,0,11,10,16503,24,21,7009,3,0,2240,25752,307,316.3343825
89,12,0,0,0,92,0,6812,18733,35973,2760,69,64,8349,86,54,9219,20,15,3620,21188,103797,4519.680049
89,13,0,0,0,0,0,1853,18616,47989,0,2,1,1068,39,34,15644,6,4,5707,22419,6515,494.0668658
89,14,0,0,0,542,0,11131,24338,50968,0,31,29,9636,36,25,12161,0,0,2316,24113,7095,1982.791019
90,1,4721,0,2408,153,0,85862,49707,164268,0,68,30,11181,52,42,9941,0,0,0,21122,40297,2733.030967
90,2,8913,0,0,3988,0,84291,54315,151339,0,0,0,0,44,21,9820,2,2,2206,12026,33551,3516.838114
90,3,86,0,0,61,0,82878,47266,135034,0,0,0,0,0,0,0,0,0,0,0,46,2.034513611
90,4,1912,0,0,0,0,59973,40806,129838,0,66,37,20989,4,3,2373,0,0,0,23362,36208,5437.788556
90,5,2330,0,0,0,0,50809,60118,129114,1437,23,8,6768,20,16,6356,4,2,2725,15849,9317,1645.250633
90,6,4566,0,0,45,0,51276,47369,117342,0,58,30,8268,0,0,0,0,0,0,8268,23686,4272.850631
90,7,3157,0,0,0,0,63335,42087,119325,0,0,0,0,0,0,0,0,0,0,0,49,42.36438417
90,8,89,0,0,82,0,69322,59685,103865,397,4,1,3331,0,0,0,0,0,0,3331,42,4.418025
90,9,4031,5504,0,239,0,73464,40092,88926,0,0,0,0,0,0,0,0,0,0,0,34,13.87264333
90,10,2661,28119,0,1583,0,24414,23730,76901,0,1,1,923,0,0,0,0,0,0,923,105,331.8940108
90,11,0,37937,0,0,0,29398,35916,81412,2,0,0,0,0,0,0,0,0,0,0,523,275.0553197
90,12,3061,29603,0,3301,0,29424,39323,74808,5304,1,1,3433,0,0,0,0,0,0,3433,10,132.6419511
90,13,0,24135,0,0,0,40823,45656,68832,0,0,0,0,0,0,0,0,0,0,0,26,312.418205
90,14,140,23099,0,884,0,82605,36448,79086,0,145,45,19122,3,1,2405,0,0,0,21527,125390,14921.16822
91,1,4607,0,0,0,0,175,11742,34296,16607,2,1,6792,69,42,14259,5,2,6505,27556,0,600.9846328
91,2,0,0,0,782,0,414,3946,9937,7530,68,27,11731,27,9,473,7,0,3322,15526,11,3059.154219
91,3,1033,0,0,55,0,1828,9512,11616,16247,83,43,11659,158,47,8325,2,2,2354,22338,172,3497.080513
91,4,310,0,0,7729,0,12326,16021,8459,27773,25,18,12236,60,21,6579,0,0,0,18815,0,755.1234464
91,5,32,0,0,0,0,58,4875,9054,38260,40,32,14548,28,19,13889,10,3,3038,31475,0,810.2917392
91,6,328,0,0,2351,0,4113,15621,2705,13847,191,57,6764,80,32,12237,15,6,4230,23231,47,3024.770235
91,7,69,0,0,248,0,3480,2994,7994,17527,86,52,8485,47,20,6368,0,0,0,14853,20,4897.282027
91,8,4,0,0,0,0,41,7188,6091,15040,114,39,3914,25,10,6737,0,0,0,10651,50,3767.694329
91,9,11,0,0,152,0,2392,8525,22869,17546,14,9,4437,26,15,1905,0,0,0,6342,56,1098.539556
91,10,0,0,0,1336,0,4144,9267,13548,7112,52,36,4946,38,16,542,0,0,0,5488,61,688.4259967
91,11,1057,0,0,632,0,5969,10917,18513,12505,157,44,7931,165,49,14850,11,8,4070,26851,99,8205.825455
91,12,1130,0,0,0,0,24,2425,9760,6707,81,37,15288,44,11,3483,0,0,0,18771,0,2744.505878
91,13,962,0,0,0,0,3369,14067,22429,13285,57,27,6214,36,26,8845,7,2,587,15646,0,2247.399126
91,14,2009,0,0,3567,0,1343,4895,8636,21022,105,48,12124,50,17,5301,7,3,7168,24593,24,4281.482183
93,1,0,0,0,0,0,8942,10226,36524,1201,7,6,5022,32,28,12187,8,8,752,17961,30,2790.359948
93,2,0,0,0,0,0,149,7586,16938,109,19,15,4835,34,26,5431,20,12,2038,12304,0,1282.401201
93,3,0,0,0,0,0,1806,20219,11133,6646,71,56,4634,28,24,10531,7,6,5160,20325,0,6867.228667
93,4,0,0,0,0,0,6924,10819,22564,8876,51,40,13298,37,30,12872,7,4,1563,27733,0,6157.565722
93,5,0,0,0,0,0,4430,11233,12002,3327,6,3,1081,19,17,3072,27,15,8082,12235,99,1449.356115
93,6,0,0,0,0,0,940,22692,12749,7257,0,0,0,0,0,0,0,0,0,0,0,0
93,7,0,0,0,20,0,7639,10925,11755,3889,46,33,8552,67,47,11253,16,7,1482,21287,0,2279.248609
93,8,0,0,0,0,0,143,9452,18679,3116,8,5,1771,66,43,5029,2,1,2763,9563,19,1243.102538
93,9,43,0,0,0,0,46,10709,24749,7976,51,40,6406,3,1,243,0,0,0,6649,0,1641.27828
93,10,0,0,0,0,0,0,17527,17369,448,29,18,2326,15,14,1419,0,0,0,3745,72,1464.142122
93,11,0,0,0,0,0,2767,14526,22466,11572,4,3,706,43,37,5993,0,0,0,6699,72,497.0095689
93,12,0,0,0,0,0,761,9700,29943,16008,66,62,10553,45,38,13670,8,5,9251,33474,0,2973.364085
93,13,0,0,0,0,0,203,9222,12374,2303,14,12,5221,9,7,2964,0,0,0,8185,0,320.3247989
93,14,0,0,0,0,0,6885,4125,10029,2059,0,0,0,1,1,4546,0,0,0,4546,0,120.0563922
94,1,0,0,0,0,0,8737,3853,14823,3784,57,50,5185,32,17,8358,22,17,4532,18075,365,1859.282748
94,2,4,0,0,0,0,16742,6715,13001,3382,76,57,8823,31,18,7690,22,20,4706,21219,568,1270.232439
94,3,13,0,0,0,0,18015,2718,11000,6925,30,26,3259,45,28,3845,14,10,1362,8466,0,1543.312993
94,4,3,0,59,3862,0,7465,682,5784,134,79,58,6644,29,11,3404,19,9,1805,11853,16,11883.48466
94,5,0,0,37,0,0,2841,1093,8737,0,38,29,9670,26,17,2457,28,18,2482,14609,142,7870.768916
94,6,0,6,0,12,0,14589,1596,9712,2448,40,36,4883,50,29,6315,24,15,3806,15004,2651,1541.72489
94,7,0,0,0,0,0,16947,3926,10142,8760,50,41,4757,32,22,3880,18,16,4944,13581,23,2100.749657
94,8,0,0,0,37,0,22941,1597,21442,6935,49,38,5972,29,23,5643,32,16,1801,13416,0,2192.690921
94,9,6,0,75,7449,0,32472,4598,15322,2509,37,34,6744,55,33,4183,26,20,4197,15124,10,2622.312081
94,10,46,0,0,0,0,12246,1824,19888,5,64,46,11894,35,24,3538,10,7,2786,18218,10,7406.623714
94,11,16,0,0,0,0,4325,895,12805,0,32,25,4390,22,15,2549,8,8,1151,8090,20,7517.880881
94,12,4,0,0,0,0,10685,1059,18184,4303,37,29,5102,19,14,4013,30,25,4076,13191,0,4997.220439
94,13,0,0,0,287,0,23421,1992,11055,4242,52,44,8174,31,19,4211,22,14,3358,15743,12,2214.929202
94,14,7,0,39,0,0,10358,1941,14209,3590,54,45,7443,33,15,4464,24,17,4436,16343,325,2305.146331
95,1,0,3903,0,0,0,10151,2306,17594,8928,17,12,2973,18,11,7173,0,0,0,10146,8998,738.9491631
95,2,0,2960,0,0,0,8697,5408,14838,35421,3,1,1165,0,0,0,0,0,0,1165,9404,56.6409425
95,3,0,1927,0,0,0,15905,14837,22242,19676,1,1,1450,4,4,3309,0,0,0,4759,24035,241.136065
95,4,370,1978,0,0,0,13169,3413,31405,13899,29,13,3396,38,22,3013,0,0,0,6409,19383,1790.641557
95,5,0,1303,0,439,0,12797,3593,14550,15454,0,0,0,0,0,0,0,0,0,0,0,179.2218203
95,6,71,3066,31,3996,0,5976,5859,10584,10631,3,0,1517,0,0,0,1,0,1030,2547,6319,559.907285
95,7,0,766,0,0,0,13767,7733,25135,29012,1,1,2050,0,0,0,0,0,0,2050,2152,66.33251639
95,8,3,3915,116,2157,0,8762,11999,19309,35256,68,44,10812,289,169,13021,11,9,11637,35470,543788,5012.861753
95,9,0,0,0,3645,0,1254,870,13646,5551,44,19,13533,82,36,6452,3,2,7977,27962,43770,965.2937883
95,10,0,2884,0,0,0,8631,5754,12436,28768,0,0,0,0,0,0,0,0,0,0,500,46.51066694
95,11,10,500,0,0,0,5931,2353,38802,9828,0,0,0,10,6,4296,0,0,0,4296,126,1279.215199
95,12,0,2391,0,0,0,34930,25064,47118,125521,0,0,0,0,0,0,0,0,0,0,554,0.024987222
95,13,59,3619,0,0,0,15344,6679,20640,18144,25,18,10171,3,3,2946,0,0,0,13117,10698,883.8869508
95,14,0,2979,0,45,0,8084,1777,12878,19766,11,3,8954,22,12,2906,9,4,9432,21292,42296,488.6196836
96,1,0,0,0,327,0,4115,5106,35999,643,53,37,14543,48,35,6114,19,15,2495,23152,77597,6221.453349
96,2,0,0,0,240,0,1316,4891,18689,2271,68,44,8229,44,32,10779,17,10,1464,20472,35865,3909.007568
96,3,0,0,0,0,0,7196,4722,15495,6784,47,35,11273,32,17,7795,15,10,5192,24260,36807,4107.072672
96,4,0,0,0,231,0,10583,7840,22907,2707,54,37,11099,32,24,12223,8,7,3437,26759,60443,7958.819285
96,5,0,0,0,0,0,1750,6903,21340,2274,55,42,10919,38,30,5889,5,4,564,17372,35583,5084.128839
96,6,0,0,0,0,0,3829,2718,8889,380,60,40,4807,35,24,4067,2,1,1239,10113,28697,1067.619368
96,7,0,0,0,0,0,2761,2622,16950,3256,41,31,6245,41,24,2809,17,13,2724,11778,32240,3457.619316
96,8,0,0,0,0,0,18691,6454,22128,586,102,74,9671,55,44,10256,16,9,5208,25135,72964,11067.22918
96,9,0,0,0,0,0,28352,4861,19845,1074,64,48,10462,42,31,11169,22,17,3064,24695,65480,8206.890865
96,10,0,0,0,189,0,21096,5391,26806,4831,56,42,11058,35,28,7946,17,11,1878,20882,61377,6455.6757
96,11,0,0,0,0,0,24616,9039,20077,746,71,50,8335,37,28,8253,22,19,1905,18493,94389,4100.871306
96,12,0,0,0,0,0,9128,10238,17623,1619,64,43,6311,46,35,6606,0,0,0,12917,86408,4036.626579
96,13,0,0,0,0,0,2575,6513,13729,58,52,38,7578,48,38,7810,1,0,2303,17691,7508,762.9997322
96,14,0,0,0,0,0,439,6025,28919,3637,62,47,10360,35,29,6101,13,9,2109,18570,52087,2392.147773
98,1,18,0,0,3285,0,1032,3081,15909,1,122,47,12051,34,14,4735,28,11,1871,18657,309909,15757.42646
98,2,0,0,0,122,0,1747,5265,14903,0,51,10,10651,49,23,9670,21,14,3252,23573,96557,4535.968043
98,3,250,0,0,0,0,1593,4940,16021,766,52,24,8284,27,13,9183,8,3,10200,27667,153693,6639.92611
98,4,0,0,0,0,0,19301,5079,18032,0,19,10,10881,28,20,12068,39,22,5211,28160,318798,5023.201024
98,5,0,0,0,0,0,615,8358,18623,157,50,31,12028,28,10,5654,25,14,10114,27796,146241,7158.884624
98,6,437,0,0,0,0,1093,4815,20546,0,26,13,12432,34,20,3820,18,7,4461,20713,264283,2606.256833
98,7,222,0,0,0,0,2978,748,16542,24,23,13,8730,22,14,3412,13,8,5702,17844,158667,1798.230671
98,8,91,0,0,41,0,4052,2106,5542,1938,93,31,4113,29,12,8347,9,6,1740,14200,357937,6526.181793
98,9,1315,0,0,0,0,1704,1214,34468,41,13,8,6724,11,6,11698,11,2,4381,22803,153192,711.0965425
98,10,0,0,0,0,0,6554,3515,17335,0,57,15,14526,24,12,6676,18,10,9449,30651,129287,2572.947368
98,11,0,0,0,0,0,4931,9202,6844,550,42,15,9389,17,8,7934,9,5,2527,19850,221413,8999.615781
98,12,85,0,0,179,0,2497,4923,18117,760,31,17,7501,15,11,4039,17,11,11201,22741,227982,6433.925647
98,13,62,0,0,153,0,2505,1861,10102,890,53,11,8145,0,0,0,18,8,3740,11885,91337,862.8432819
98,14,0,0,0,133,0,328,2897,16291,0,62,19,5629,41,17,7888,15,8,7562,21079,92765,919.4159461
100,1,42,1466,0,2630,0,7853,3493,45160,1668,56,28,7687,25,16,10002,24,11,2551,20240,17,3019.482706
100,2,31,0,0,0,0,23491,3906,49981,3249,49,28,10693,13,9,13928,6,3,1877,26498,0,2458.503134
100,3,36,5055,0,0,0,13287,3199,33712,12,56,39,10871,23,18,5163,20,15,8223,24257,0,4231.404599
100,4,0,1701,0,654,0,15893,2532,39050,0,45,32,9646,41,30,3708,12,12,3902,17256,3,2121.291932
100,5,0,4842,0,25,0,12081,9640,35157,0,46,33,11946,7,4,6648,11,6,4708,23302,0,3443.07768
100,6,0,16085,0,0,0,7485,1684,56809,652,7,4,9647,13,9,7444,4,4,5490,22581,0,1501.185359
100,7,28,5067,0,168,0,8426,13166,59869,495,31,23,15686,20,16,11167,16,15,11017,37870,2094,2103.388011
100,8,80,3191,0,0,0,12773,2513,45492,4352,35,27,11471,12,9,11522,15,10,8623,31616,10,3097.9679
100,9,7,3365,0,0,0,13940,4841,53110,643,54,38,13094,19,17,13993,13,8,10813,37900,0,4141.585687
100,10,7,2525,0,3022,0,10432,1810,48174,8327,30,22,8822,14,9,9899,14,8,10177,28898,0,3801.760055
100,11,0,12149,0,0,0,10827,9393,46658,1152,29,27,7051,17,13,10470,9,5,2433,19954,16,2304.091957
100,12,2,6023,0,0,0,19005,8986,40404,5137,29,20,10127,10,8,12835,13,4,11064,34026,10,2213.586582
100,13,0,9575,0,0,0,4001,8207,39434,2945,9,6,11239,3,3,7903,10,3,7750,26892,0,1199.922457
100,14,13,11025,0,0,0,6411,4951,53100,4685,17,15,11731,3,2,4972,8,5,8228,24931,1325,2083.830527
103,1,715,8350,0,83,0,1383,3895,5258,3970,88,51,3454,104,67,10135,44,22,3913,17502,103104,4785.382284
103,2,988,278,0,0,0,3940,5406,6230,4555,48,38,2428,106,50,10873,48,32,1393,14694,78236,5922.057934
103,3,110,5974,0,868,0,5994,6012,4439,7656,107,65,5058,69,41,5793,4,3,3272,14123,64269,12649.91503
103,4,0,12181,0,0,0,2515,19780,10339,7724,29,22,13396,52,34,11657,8,4,2278,27331,2076,986.9308531
103,5,2039,7764,0,2090,0,8268,7304,9228,3996,6,5,3343,94,59,7474,55,30,5514,16331,52066,1782.453496
103,6,193,6088,0,0,0,5486,7140,10390,1332,56,45,4508,99,54,6165,12,8,8449,19122,50374,6020.980642
103,7,308,6597,0,161,0,5067,5856,7607,11853,57,36,10142,29,20,19608,66,22,1714,31464,38916,8851.768069
103,8,256,0,0,131,0,2324,9746,11528,3413,91,56,3735,138,72,7115,0,0,1957,12807,75440,7028.75814
103,9,2384,0,0,820,0,3404,3531,9485,6984,82,48,11327,76,45,8787,62,25,4600,24714,81478,12367.6021
103,10,1168,137,0,3474,0,5738,3408,20759,5360,113,63,5502,84,57,10891,1,0,1325,17718,44969,14138.81547
103,11,0,0,0,0,0,8714,13332,3208,15762,6,5,12865,31,20,9009,0,0,0,21874,16961,359.9848578
103,12,192,0,0,0,0,2111,5863,6370,23012,14,12,573,14,11,4431,48,23,7606,12610,45146,811.3112597
103,13,1008,0,0,22,0,2152,10362,15491,4960,51,40,2778,95,69,12099,47,26,4178,19055,80270,4249.807978
103,14,3242,0,0,4023,0,817,19143,9189,541,71,41,7153,73,53,6851,3,3,1640,15644,62397,3947.814799
106,1,0,0,0,0,0,223,4474,11778,0,42,41,7493,10,5,9722,13,12,9174,26389,10648,7254.901131
106,2,0,0,0,0,0,117,2328,5775,0,26,24,2644,7,5,7338,9,3,5706,15688,7052,1093.249192
106,3,0,0,114,0,0,539,3086,12811,0,30,26,9172,11,6,2750,4,3,1380,13302,8633,1642.811143
106,4,0,0,0,0,0,1006,863,3891,0,6,4,3607,24,16,10270,0,0,0,13877,4758,1364.750484
106,5,0,0,0,0,0,65,86,4647,0,12,10,5579,5,1,6462,2,0,6914,18955,27620,1858.561678
106,6,0,0,0,0,0,1862,1683,6605,13,28,23,8819,4,4,2711,2,1,1981,13511,12449,758.9593867
106,7,0,0,0,0,0,1420,3963,4603,160,45,37,5448,12,8,5527,7,7,587,11562,49271,1227.119803
106,8,0,0,40,0,0,1286,1861,5741,466,29,27,9496,11,1,3119,5,3,6289,18904,8188,1313.516885
106,9,0,0,158,0,0,758,3642,11352,0,17,16,7849,28,24,6138,4,1,4268,18255,3833,1627.14771
106,10,0,0,59,0,0,540,3828,5160,3728,22,19,6469,23,18,5706,6,4,7467,19642,4398,1877.79938
106,11,169,0,0,0,0,481,1128,11644,3295,4,4,4431,27,15,8803,0,0,0,13234,418156,1048.335945
106,12,0,0,0,0,0,560,85,9652,0,6,5,3613,1,1,3470,0,0,0,7083,320215,617.9259956
106,13,0,0,0,0,0,713,3350,8075,0,45,43,9805,4,2,2923,3,1,10989,23717,3981,5784.897384
106,14,0,0,16,0,0,2138,3905,7909,0,20,19,4919,9,9,6336,4,2,1339,12594,6955,1787.052491
109,1,831,0,0,0,0,3776,5126,13393,1279,48,34,9800,38,29,9852,22,11,5747,25399,973,4339.087001
109,2,0,0,0,0,0,2443,3521,10826,0,37,24,4762,18,13,2387,8,6,3260,10409,0,2698.836558
109,3,707,0,0,0,0,319,1873,5708,2061,22,14,2523,36,24,9000,6,6,3693,15216,0,2317.611143
109,4,0,0,0,0,0,3683,1802,7226,2987,38,27,3455,24,15,8102,14,8,9164,20721,0,5038.329617
109,5,0,0,0,248,0,582,3877,11975,33,52,38,8359,19,13,1647,17,8,12753,22759,309,7267.615055
109,6,0,0,0,0,0,3493,3184,15372,0,75,50,6751,24,18,5515,10,6,5092,17358,13,9303.570971
109,7,60,0,0,0,0,3230,5173,25809,0,40,28,10912,13,7,2815,23,13,8458,22185,720,40737.06676
109,8,1350,0,0,0,0,1682,1835,18757,1338,30,22,12739,17,12,10809,9,4,3349,26897,0,8452.622051
109,9,0,0,0,0,0,2755,1432,17218,0,30,26,3193,18,13,5790,6,4,604,9587,19,17891.79302
109,10,0,0,0,0,0,5430,2369,13911,0,33,25,8768,21,14,4801,2,1,612,14181,113,1419708.282
109,11,0,0,0,0,0,3739,1638,6758,15,28,22,4778,17,10,5678,12,6,3658,14114,0,2105.944676
109,12,0,0,0,328,0,1379,1816,11293,134,40,28,4942,31,15,10056,16,9,4225,19223,0,14579.65539
109,13,0,0,0,0,0,3479,3588,7728,0,47,33,9408,28,17,6171,20,10,6309,21888,11,4504.226931
109,14,0,0,0,0,0,1913,2943,2059,0,46,30,6767,0,0,0,0,0,0,6767,0,7000.159267
112,1,11323,0,0,0,0,30169,32959,92218,26055,0,0,0,26,26,7714,0,0,0,7714,3069,857.3592358
112,2,11020,0,0,0,0,32654,29377,74434,5109,14,14,7092,15,15,5776,8,8,2802,15670,3086,4384.058773
112,3,10985,0,0,0,0,12397,27220,64502,11598,3,3,2784,13,13,11426,17,17,1780,15990,1152,551.6891619
112,4,10165,0,0,4221,0,15903,46098,82932,14935,1,1,966,28,28,7760,4,4,4386,13112,24901,104.0280717
112,5,14188,0,0,0,0,12047,31046,38633,17929,1,1,2905,48,48,6535,4,4,8168,17608,20138,68.29174917
112,6,15600,0,0,0,0,16710,22432,82511,11719,38,38,10287,5,5,861,4,4,4446,15594,1833,2167.514946
112,7,8877,0,0,0,0,14177,32348,43300,34498,0,0,0,1,1,2441,0,0,0,2441,38,209.5445694
112,8,10949,0,0,0,0,6733,15332,72497,11964,41,41,7157,9,9,1243,0,0,0,8400,1929,1060.276025
112,9,13191,0,0,0,0,13259,17627,70109,9726,9,10,8120,1,1,2772,0,0,0,10892,0,404.2270403
112,10,10950,0,0,0,0,32827,26366,74881,22171,9,9,8243,0,0,0,0,0,0,8243,31,278.0362897
112,11,9143,0,0,0,0,14166,25874,65719,13603,0,0,0,0,0,0,0,0,0,0,0,0
112,12,6632,2,0,1851,0,12052,17975,111881,16048,15,15,9725,9,9,5934,2,2,5704,21363,9967,429.7554706
112,13,9500,0,0,2223,0,16257,20723,68598,20213,67,67,7873,3,3,3906,4,4,2936,14715,1017,790.4180347
112,14,4368,0,0,0,0,33090,29526,74125,29537,38,38,8997,92,91,12445,6,6,8160,29602,2083,2222.076803
113,1,5122,0,0,987,0,5604,11619,40447,7691,52,32,7921,24,18,14799,5,2,11525,34245,24056,6369.013971
113,2,981,0,0,0,0,24919,19908,19699,14004,86,55,14545,33,26,15138,7,1,4217,33900,60251,9698.584325
113,3,5214,0,0,2,0,18655,18876,23001,4793,31,19,6980,46,40,13712,1,0,3008,23700,16749,7117.17592
113,4,1688,0,0,0,0,8819,10046,16699,6135,22,13,6949,0,0,0,0,0,0,6949,5178,4038.728416
113,5,778,0,0,0,0,5661,11019,18490,7024,9,3,2940,0,0,0,6,1,2251,5191,3008,299.3677025
113,6,110,0,0,0,0,13528,5222,23917,17474,19,5,7029,54,35,13007,3,1,5781,25817,37288,2983.418126
113,7,8879,0,0,379,0,1186,11757,17674,16326,2,2,5652,0,0,0,0,0,0,5652,0,459.1840828
113,8,7432,0,0,3338,0,3847,7294,23543,10434,9,6,7046,59,35,8105,7,3,9188,24339,21755,973.8033808
