latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15
17.613909,38.24024,1.1814691,41.101112,15.714358,17.405903,21.652952,44.61192,47.25777,0,12.0603075,16.394896,7.8456645,40.483047,13.304225
0,39.885662,17.727463,25.175085,40.074345,17.393827,33.23366,19.62511,49.023884,0,16.62001,15.801394,4.1748385,31.471972,39.617638
3.8629568,37.17372,0.103009306,3.1715508,41.822704,4.392498,44.338814,10.930156,36.375034,0,17.582394,29.296373,18.087261,42.15505,26.242704
26.57561,50.34126,16.602375,5.7512836,4.952146,19.115068,54.046337,21.304125,27.242119,0,5.702989,10.927042,16.486761,26.640112,12.627425
25.207237,31.136389,27.106873,18.20734,0,18.946049,17.225243,10.628962,7.9167557,0,13.724117,6.968985,9.859978,21.618937,24.639656
8.413219,13.88763,11.468479,0.5019592,7.5526824,5.714279,23.089949,26.890766,11.084227,0,6.850387,11.844565,8.225809,5.35427,15.858989
14.617741,21.10116,12.2378235,4.844253,3.9945765,1.6246253,8.530523,22.12786,7.2554984,0,2.187048,10.890461,9.360752,2.776506,17.159584
5.219284,12.350863,10.296558,7.8431163,5.9726167,5.5461383,8.638907,21.244938,0.48554462,0,1.7057413,16.766428,12.948103,9.138061,19.019466
8.082884,9.710378,9.809242,13.091075,4.540363,11.03612,13.433962,13.831296,6.0666113,0,0.8318318,15.025162,18.070395,3.214405,18.628227
7.459165,4.8680167,8.025411,1.5260842,1.2654234,6.209905,10.973029,14.88892,4.6333466,0,11.181536,11.748971,11.683033,3.3734004,11.813753
20.20505,7.2753305,9.029763,0,9.791442,5.279842,6.954591,9.49937,3.9018478,0,2.097415,6.7843366,15.912867,4.6998305,16.265682
5.7311983,3.4152186,6.3508315,4.348833,2.2349892,3.0648568,0.34018368,5.92186,2.1573966,0,4.5059943,0,12.630508,12.279796,8.471396
14.402346,3.4241595,10.159009,11.450879,0.14862858,11.508783,0.024116665,10.215381,7.8051457,0,7.7865086,0.75712144,8.1268835,2.3082237,16.143024
11.354225,14.638588,6.9839654,19.858276,2.9395733,9.560217,7.9174023,19.698048,12.354024,0,5.404831,13.394743,7.8274264,13.438523,13.38626
8.510581,8.855291,0,12.137821,7.4727893,3.5680263,9.8016405,6.0474544,12.004233,0,3.0144248,17.602158,1.6461718,5.224257,16.171925
2.3171244,10.044786,5.345249,5.5006466,15.109912,3.444967,15.347712,11.01599,12.943695,0,3.3331246,7.7527013,15.060734,18.437292,9.277579
7.80422,18.932016,8.798654,0,10.266591,8.76916,15.935148,11.628417,12.822683,0,0,0,2.1434076,8.991874,11.489171
8.189292,16.30195,9.096134,9.987621,8.056627,8.162134,10.574428,8.523482,4.3054123,0,7.1907887,1.9092282,2.6761923,7.399343,16.501312
7.4216423,10.092722,0,5.0789156,7.2186265,9.3694315,7.333209,4.407504,0,0,4.9603133,12.802628,5.4994955,12.333144,13.556276
11.280489,8.288017,0,10.988151,1.3609865,9.548203,16.86982,12.0246105,7.3267717,0,0.67590487,8.316591,14.22521,11.173158,8.781851
8.175765,4.60442,7.4431405,8.998208,1.8742015,11.930928,6.5502253,12.176063,10.499931,0,5.598665,6.8567896,6.330744,9.7293215,11.370449
17.310331,11.81486,17.041954,18.299406,17.883911,1.5507164,27.745697,15.899107,17.92378,0,15.779103,14.177988,9.468402,19.883701,7.1010222
24.873257,31.09203,23.169727,6.8265805,18.426516,21.900187,14.269634,0.042849615,22.657495,0,7.657413,12.365498,4.977444,18.49633,16.827173
17.421646,16.040691,11.980139,19.332846,18.090593,13.313502,14.668474,15.749547,9.420635,0,14.060122,7.8035636,17.63422,29.524282,0
18.479467,21.600733,16.836409,27.92602,13.357691,27.220865,13.866207,27.444424,24.487942,0,0,13.158938,2.8396277,18.33357,12.263553
15.836838,13.456302,12.906212,21.756292,28.969324,14.1946535,8.780086,12.817641,21.506847,0,13.541679,9.173937,3.4110227,10.466602,18.393724
21.158804,15.114161,15.233123,2.9226623,43.51227,14.157194,12.929782,7.778567,19.090601,0,8.589923,16.782503,6.8567204,18.408257,15.537573
29.571918,30.901117,13.117713,7.1704865,30.88494,19.095648,15.782432,13.071939,17.646227,0,11.405947,0,14.875006,13.284346,14.079018
24.637386,19.564558,19.143684,8.220331,6.702369,19.812979,9.482145,18.025639,13.935308,0,14.758144,3.2773387,9.061093,19.625536,12.23709
12.192676,20.195757,11.044157,19.023842,22.48305,12.583697,22.140718,12.376605,20.498144,0,6.2326455,21.367027,26.514856,19.830715,15.31509
16.839573,22.047503,14.163555,19.724716,20.062857,18.091082,25.429996,20.581821,14.545027,0,3.8731709,5.7987833,11.026093,21.177557,16.712225
22.341658,25.807503,15.432993,16.729012,17.563704,17.110348,16.481728,17.913826,16.00369,0,6.3111057,12.842916,9.132623,13.727492,24.341122
24.998901,15.886902,14.442841,17.486553,25.063452,14.069212,18.008205,14.887942,11.994997,0,4.669421,12.637991,20.974756,22.029764,19.116467
27.244144,14.820367,16.608717,15.273879,13.29355,13.826696,19.146862,25.7638,19.595434,0,2.812109,14.994491,12.726778,17.654806,15.663383
25.712013,20.94992,12.275932,30.985321,22.946106,15.396752,15.134226,30.221237,21.215437,0,7.169326,14.423008,13.1119,12.682858,26.524414
10.721934,17.313444,13.278367,16.067972,25.180332,18.066973,15.366656,33.30749,23.769289,0,11.040556,26.562073,18.71631,21.001059,29.963787
9.164134,24.902666,12.318854,11.959413,24.44099,13.607354,26.054792,23.93576,22.550493,0,8.111103,18.30964,31.90882,16.619772,24.64566
6.698811,0.5516892,0,11.681592,4.722893,5.299055,0,2.2392745,7.357568,0,7.634536,10.403677,17.489447,3.663507,3.757725
1.9870671,0,13.54624,7.7701945,3.104118,9.592921,14.815813,16.342829,10.650246,0,5.6774607,11.237689,10.48365,11.678293,7.807453
13.277906,18.176485,7.326121,7.4883003,6.5733266,3.7860332,18.398422,8.705716,12.091377,0,12.105278,16.73852,1.9425313,2.9340324,21.190365
3.052693,11.754582,7.099394,5.7064834,9.426645,0,1.2461833,16.832287,4.300135,0,6.2636003,10.746107,8.972549,16.2597,9.878686
15.268219,13.247402,9.31832,8.48382,1.7788641,11.911643,17.446192,13.855745,14.083371,0,0,11.122191,18.51655,7.3659244,8.177238
11.83516,7.6678405,20.089981,11.737021,4.4428787,1.9690356,15.479291,16.595444,13.265292,0,4.731602,6.720103,5.294184,6.9879813,14.242683
16.214949,10.049069,5.592541,10.297545,17.310965,4.8017144,2.0304365,12.395071,7.380848,0,2.7460856,16.891085,4.9500136,5.7160993,16.537241
8.056976,16.6869,10.244082,16.10204,17.006723,2.0416913,19.498735,9.305743,11.140535,0,6.0165854,8.849787,25.23804,14.920226,16.63493
6.1504326,12.073357,11.215149,3.7843595,1.0266523,12.519717,4.315975,16.50405,11.862904,0,6.8364086,11.83478,4.3339453,11.9837885,16.61905
14.011345,4.723608,10.841495,6.6887584,8.318046,9.867903,11.849441,9.410371,16.384512,0,12.919104,18.287165,19.233297,6.7748613,13.278409
7.0816536,7.3199368,12.529933,6.3476734,10.296794,0,8.045353,13.055858,10.0250635,0,8.533836,9.562908,7.451031,7.1439977,9.121627
13.911183,16.66861,13.104953,7.3733063,14.073754,7.2712,5.014614,10.9514675,12.743563,0,6.2097745,12.502641,9.501213,8.854781,11.919949
7.588154,13.858475,13.474023,7.9777417,12.106033,7.349066,2.2592843,11.138436,11.92334,0,9.817767,10.672325,22.547121,16.115517,13.890918
10.866904,8.720382,13.261815,5.5022144,10.323448,7.926546,13.154048,5.428729,11.397063,0,2.6367445,8.248399,14.098963,9.209837,13.462316
16.80257,11.542138,17.774315,11.6251955,12.519365,2.9586432,9.762337,6.252368,9.835921,0,9.580151,4.479487,8.807578,6.905704,12.697529
18.799612,14.788669,14.492161,10.501015,17.707655,8.578714,0,10.3914795,11.44792,0,6.1320953,7.749067,15.535341,16.050892,14.061855
21.917171,19.414667,15.787562,19.352638,18.548622,18.065273,6.116624,24.254364,18.39286,0,9.652651,14.533361,16.046629,6.43949,8.201446
13.241164,17.10033,22.463146,21.587797,25.792221,22.84765,11.042667,21.758453,15.0982065,0,19.549828,13.291502,12.804749,12.002797,17.090136
9.127161,23.639845,10.4467745,14.085397,27.762068,23.098839,13.606498,22.759272,14.9341135,0,11.823933,26.74594,20.261942,15.768277,22.608269
13.06072,23.622728,12.676656,15.167146,17.693626,16.041458,22.698427,25.318415,12.336636,0,15.720313,13.683947,26.89989,11.10898,8.202433
12.536519,23.212553,22.130947,13.251335,7.7975483,19.194899,14.453606,19.365253,12.656006,0,12.5287075,13.258655,8.689841,8.68443,16.175606
13.420917,11.359711,10.253097,10.741983,13.654161,12.047873,6.0863276,10.030862,7.1524324,0,12.834514,13.431006,6.5611033,3.390944,13.915552
21.716553,8.888532,5.16857,10.814126,18.728216,14.690162,9.045688,20.486715,6.9121804,0,7.174918,10.0586815,16.925436,12.3006115,5.59512
13.330865,17.31345,11.185371,21.123472,13.8759,27.664215,11.556987,17.14033,14.19649,0,16.754612,3.1326895,20.032259,2.0370498,10.222767
15.313402,19.26617,12.120482,16.009474,8.482956,0,17.547882,0,14.641993,0,8.66877,7.611947,16.658329,20.103092,16.246021
16.256,23.873175,16.489145,11.430758,10.303289,4.3302774,8.3984785,2.2756226,16.131296,0,7.6463523,3.5465183,5.523177,24.325592,20.559702
20.26157,16.17896,8.409561,11.781759,11.849163,2.5237856,10.94569,0,16.124884,0,3.4160585,13.52894,12.923256,21.39806,14.545409
18.678637,16.764029,14.782053,16.738014,6.9922614,4.739053,18.545902,14.65145,25.80427,0,4.0791163,12.271065,9.285702,26.48049,15.500781
16.111868,26.62483,15.82663,12.381777,18.099253,10.407735,11.5773535,16.011858,30.140919,0,2.9571075,20.339533,5.7542624,28.593521,22.064178
6.4073486,23.909958,12.048976,14.200572,22.212008,1.2841653,8.585597,12.849519,26.917376,0,8.848795,22.000086,13.43836,30.175127,16.479635
6.209097,28.830673,13.7138605,12.909987,15.559295,9.435204,17.190557,12.54978,24.492983,0,8.000071,12.496444,16.660658,24.705572,23.64815
10.618747,15.48636,3.410084,10.3669615,7.586566,10.653322,10.334839,27.290762,14.595394,0,0,14.454756,11.146099,24.156012,7.116182
13.23516,13.255486,6.519887,19.544893,15.762071,14.09503,9.049726,17.818922,3.0795152,0,6.345501,11.3208885,10.318338,3.0662394,13.375055
8.447981,9.130274,7.738729,13.213253,9.482401,15.452506,18.00596,26.838223,7.678745,0,9.92209,17.788805,10.524432,7.5929947,15.174222
22.01475,19.251928,9.747448,13.493413,14.449748,13.276151,22.714888,25.300117,15.6807995,0,12.873449,25.826643,9.930652,2.6994638,13.97722
16.979963,26.219954,20.364319,20.103039,17.437515,7.421902,19.560204,24.202091,10.748081,0,17.910318,17.82004,14.641553,9.900354,11.41264
19.30661,32.144848,10.549824,20.837273,11.917339,24.191515,18.735321,22.578938,8.252077,0,7.6195683,23.39667,19.051256,17.767467,15.133749
18.694962,10.058895,13.092146,13.672603,12.159434,24.52208,22.775658,15.153176,5.08327,0,10.137359,16.803003,25.25302,10.363778,8.785878
26.017384,10.785137,11.793468,17.643084,16.028458,20.03445,12.997037,26.596483,13.819193,0,7.391348,13.080865,5.4211335,6.6052556,18.127945
15.31995,15.424828,11.2536745,23.671265,23.494848,11.562693,9.869184,21.935457,10.57969,0,11.392653,13.224622,4.561194,2.688088,13.691342
2.788939,14.08442,8.981067,4.4280925,7.6509156,0,4.013312,21.745796,9.580809,0,6.1658716,19.942057,10.131672,4.783733,12.787112
5.911048,12.349622,15.302492,4.337895,6.962249,1.3209662,22.230171,13.6009035,3.0319097,0,0,10.21995,14.179313,1.7736535,3.346123
10.515453,13.818045,21.88246,3.3806953,11.775929,7.957751,19.126766,11.359563,1.869301,0,7.9787927,10.012164,4.2160096,0.64822865,8.885119
14.678308,6.8366923,12.110717,8.827634,18.560974,8.243946,2.9989274,0,2.1569278,0,1.3942343,14.036018,14.786493,10.734748,11.093579
16.433409,0.35797438,12.28801,9.461002,10.076046,9.546003,4.5258923,3.2508883,3.9644182,0,0,9.2677555,18.748446,11.981133,7.86482
17.564125,1.3896034,12.950944,16.614403,5.635879,11.871473,4.820203,9.988762,10.225919,0,0,1.851638,10.779163,6.490422,12.438071
0.19392617,0,6.1997685,19.089117,8.10976,10.323881,11.630626,10.198791,10.273701,0,0.88112676,10.073146,0,0.50584984,16.382195
3.3079486,3.5323074,0.89600605,5.0884013,19.907188,7.8585033,15.026498,7.198773,9.666782,0,4.6387415,15.571426,2.19646,7.2381816,13.594478
15.918602,14.770466,12.792624,6.093269,14.46294,10.193276,5.5178804,20.080435,12.490657,0,20.958002,11.816073,24.615717,14.7750845,19.934711
29.824512,17.792423,11.0006485,20.45678,10.354086,12.042979,7.888812,20.793148,20.289454,0,16.093622,8.965093,31.723326,11.678601,15.987596
19.003553,13.461305,15.5324545,8.038209,11.669714,16.19061,9.174537,29.045357,20.877527,0,24.195492,13.780571,25.199476,14.283677,19.198742
16.52831,21.749666,7.744472,11.913846,19.36159,15.724021,4.5931873,24.520472,23.400156,0,24.748665,17.895653,25.31374,15.153094,31.475882
16.42651,23.051342,0,10.267272,16.860846,11.748235,14.417017,32.45247,16.982164,0,21.808546,18.446943,32.455387,21.946192,25.242508
14.56395,24.501934,9.928783,8.318655,2.0982306,19.319656,20.9859,36.68872,27.565958,0,21.94132,12.983231,35.374268,17.309385,23.603327
20.19352,23.716997,15.595188,13.073721,9.880996,12.136544,10.657065,30.212326,20.00672,0,27.329063,17.108156,15.897102,11.262373,24.533302
23.779013,26.411827,12.253873,7.821809,21.576273,10.968819,5.4707727,31.362242,18.383898,0,26.833315,23.87114,22.72581,13.659647,21.589138
13.1389,22.112991,3.847018,25.686363,7.161856,15.139719,12.498189,28.057226,23.572737,0,8.422748,21.97754,22.504166,16.510859,9.279714
1.1441816,18.864414,15.1162405,20.31637,17.377665,14.731043,20.42268,27.216936,24.3239,0,2.6662612,16.555801,19.192099,10.246995,6.2522492
0.75369704,19.132896,17.713318,6.204643,18.035519,14.767051,17.07054,18.997128,18.05038,0,9.339199,23.957743,6.0668855,8.2464075,10.695598
